w0,w1,w2,n,p
unpleasantness,<s>,<s>,1,1.931807205640877e-05
unpleasantness,in,the,1,1.931807205640877e-05
unprecedented,<s>,<s>,1,1.931807205640877e-05
unprosperous,and,bare,1,1.931807205640877e-05
unpunctual,tears,<s>,1,1.931807205640877e-05
unquestionable,<s>,<s>,1,1.931807205640877e-05
unquiet,darkness,<s>,1,1.931807205640877e-05
unreal,feeling,that,1,1.931807205640877e-05
unreal,on,the,1,1.931807205640877e-05
unreality,of,<s>,1,1.931807205640877e-05
unreasoning,joy,he,1,1.931807205640877e-05
unrestfully,<s>,<s>,1,1.931807205640877e-05
unrestrained,huh,<s>,1,1.931807205640877e-05
unrevealed,<s>,<s>,1,1.931807205640877e-05
unrolled,<s>,<s>,1,1.931807205640877e-05
unrolled,the,bottle,1,1.931807205640877e-05
unscrewed,the,cap,1,1.931807205640877e-05
unscrupulouslyeventually,he,took,1,1.931807205640877e-05
unsoughtfrequently,i,have,1,1.931807205640877e-05
unsteady,concentration,at,1,1.931807205640877e-05
unsuccessful,farm,peoplehis,1,1.931807205640877e-05
unsuccessfully,for,the,1,1.931807205640877e-05
unsuccessfully,to,slump,1,1.931807205640877e-05
unthoughtful,sadness,<s>,1,1.931807205640877e-05
until,after,eight,1,1.931807205640877e-05
until,after,five,1,1.931807205640877e-05
until,among,the,1,1.931807205640877e-05
until,an,hour,1,1.931807205640877e-05
until,as,<s>,1,1.931807205640877e-05
until,daddy,<s>,1,1.931807205640877e-05
until,dawn,<s>,1,1.931807205640877e-05
until,drowsiness,closed,1,1.931807205640877e-05
until,finally,he,1,1.931807205640877e-05
until,finally,it,1,1.931807205640877e-05
until,four,oclockuntil,1,1.931807205640877e-05
until,gradually,i,1,1.931807205640877e-05
until,he,<s>,1,1.931807205640877e-05
until,he,came,2,3.863614411281754e-05
until,he,fell,1,1.931807205640877e-05
until,he,had,1,1.931807205640877e-05
until,he,ran,1,1.931807205640877e-05
until,he,strained,1,1.931807205640877e-05
until,he,was,1,1.931807205640877e-05
until,i,heard,1,1.931807205640877e-05
until,i,realized,1,1.931807205640877e-05
until,i,was,1,1.931807205640877e-05
until,it,became,1,1.931807205640877e-05
until,it,blows,1,1.931807205640877e-05
until,it,was,1,1.931807205640877e-05
until,june,nineteen,1,1.931807205640877e-05
until,long,after,1,1.931807205640877e-05
until,much,later,1,1.931807205640877e-05
until,noon,<s>,1,1.931807205640877e-05
until,one,morning,1,1.931807205640877e-05
until,she,met,1,1.931807205640877e-05
until,she,saw,1,1.931807205640877e-05
until,she,seemed,1,1.931807205640877e-05
until,the,air,1,1.931807205640877e-05
until,the,inevitable,1,1.931807205640877e-05
until,the,lights,1,1.931807205640877e-05
until,then,that,1,1.931807205640877e-05
until,they,came,1,1.931807205640877e-05
until,we,<s>,1,1.931807205640877e-05
until,we,were,1,1.931807205640877e-05
untrue,<s>,<s>,2,3.863614411281754e-05
untrue,for,someone,1,1.931807205640877e-05
unusual,formations,of,1,1.931807205640877e-05
unusual,party,for,1,1.931807205640877e-05
unusual,quality,of,1,1.931807205640877e-05
unusually,communicative,<s>,1,1.931807205640877e-05
unusually,tight,on,1,1.931807205640877e-05
unutterable,<s>,<s>,1,1.931807205640877e-05
unutterable,depression,<s>,1,1.931807205640877e-05
unutterable,fact,that,1,1.931807205640877e-05
unutterably,aware,<s>,1,1.931807205640877e-05
unwavering,devotion,<s>,1,1.931807205640877e-05
unwillingly,home,<s>,1,1.931807205640877e-05
unwillingly,into,the,1,1.931807205640877e-05
unwillingness,i,suppose,1,1.931807205640877e-05
up,,<s>,1,1.931807205640877e-05
up,,i,2,3.863614411281754e-05
up,,she,1,1.931807205640877e-05
up,<s>,<s>,19,0.00036704336907176664
up,a,few,1,1.931807205640877e-05
up,a,good,1,1.931807205640877e-05
up,a,lot,1,1.931807205640877e-05
up,a,nice,1,1.931807205640877e-05
up,about,is,1,1.931807205640877e-05
up,about,was,1,1.931807205640877e-05
up,accidentally,in,1,1.931807205640877e-05
up,across,<s>,1,1.931807205640877e-05
up,again,<s>,1,1.931807205640877e-05
up,again,closer,1,1.931807205640877e-05
up,again,with,1,1.931807205640877e-05
up,against,the,1,1.931807205640877e-05
up,alertly,and,1,1.931807205640877e-05
up,alongside,<s>,1,1.931807205640877e-05
up,an,impenetrable,1,1.931807205640877e-05
up,and,<s>,2,3.863614411281754e-05
up,and,a,1,1.931807205640877e-05
up,and,began,2,3.863614411281754e-05
up,and,demanded,1,1.931807205640877e-05
up,and,down,7,0.0001352265043948614
up,and,held,1,1.931807205640877e-05
up,and,hurried,1,1.931807205640877e-05
up,and,i,1,1.931807205640877e-05
up,and,informed,1,1.931807205640877e-05
up,and,only,1,1.931807205640877e-05
up,and,opened,1,1.931807205640877e-05
up,and,order,1,1.931807205640877e-05
up,and,said,1,1.931807205640877e-05
up,and,she,1,1.931807205640877e-05
up,and,slap,1,1.931807205640877e-05
up,and,took,1,1.931807205640877e-05
up,and,walked,1,1.931807205640877e-05
up,and,went,1,1.931807205640877e-05
up,and,wondering,1,1.931807205640877e-05
up,as,james,1,1.931807205640877e-05
up,as,though,1,1.931807205640877e-05
up,as,toms,1,1.931807205640877e-05
up,at,an,1,1.931807205640877e-05
up,at,daisys,1,1.931807205640877e-05
up,at,gatsbys,1,1.931807205640877e-05
up,at,him,1,1.931807205640877e-05
up,at,last,2,3.863614411281754e-05
up,at,the,2,3.863614411281754e-05
up,at,this,1,1.931807205640877e-05
up,between,the,1,1.931807205640877e-05
up,but,violently,1,1.931807205640877e-05
up,chilled,and,1,1.931807205640877e-05
up,daisy,from,1,1.931807205640877e-05
up,daisy,half,1,1.931807205640877e-05
up,daisy,tomorrow,1,1.931807205640877e-05
up,fifth,avenue,1,1.931807205640877e-05
up,gatsbys,drive,1,1.931807205640877e-05
up,he,had,1,1.931807205640877e-05
up,her,dog,1,1.931807205640877e-05
up,her,hands,1,1.931807205640877e-05
up,her,person,1,1.931807205640877e-05
up,here,in,1,1.931807205640877e-05
up,here,last,1,1.931807205640877e-05
up,himself,<s>,1,1.931807205640877e-05
up,his,drink,1,1.931807205640877e-05
up,his,eyes,1,1.931807205640877e-05
up,in,<s>,2,3.863614411281754e-05
up,in,a,3,5.795421616922631e-05
up,in,america,1,1.931807205640877e-05
up,in,gatsbys,1,1.931807205640877e-05
up,in,half,1,1.931807205640877e-05
up,in,his,1,1.931807205640877e-05
up,in,it,2,3.863614411281754e-05
up,in,maine,1,1.931807205640877e-05
up,in,popular,1,1.931807205640877e-05
up,in,racy,1,1.931807205640877e-05
up,in,some,1,1.931807205640877e-05
up,in,the,3,5.795421616922631e-05
up,in,this,1,1.931807205640877e-05
up,in,warwick,1,1.931807205640877e-05
up,in,white,1,1.931807205640877e-05
up,inside,and,1,1.931807205640877e-05
up,into,<s>,1,1.931807205640877e-05
up,into,my,1,1.931807205640877e-05
up,into,the,1,1.931807205640877e-05
up,like,glass,1,1.931807205640877e-05
up,many,curious,1,1.931807205640877e-05
up,much,of,1,1.931807205640877e-05
up,my,sister,1,1.931807205640877e-05
up,now,and,1,1.931807205640877e-05
up,on,his,1,1.931807205640877e-05
up,on,hot,1,1.931807205640877e-05
up,on,the,2,3.863614411281754e-05
up,on,tiptoes,1,1.931807205640877e-05
up,on,us,1,1.931807205640877e-05
up,out,of,2,3.863614411281754e-05
up,several,people,1,1.931807205640877e-05
up,slowly,raising,1,1.931807205640877e-05
up,some,money,1,1.931807205640877e-05
up,that,flat,1,1.931807205640877e-05
up,the,<s>,3,5.795421616922631e-05
up,the,church,1,1.931807205640877e-05
up,the,country,1,1.931807205640877e-05
up,the,drive,1,1.931807205640877e-05
up,the,front,1,1.931807205640877e-05
up,the,lyric,1,1.931807205640877e-05
up,the,mess,1,1.931807205640877e-05
up,the,receiver,3,5.795421616922631e-05
up,the,rocky,1,1.931807205640877e-05
up,the,sadness,1,1.931807205640877e-05
up,the,side,1,1.931807205640877e-05
up,the,veranda,1,1.931807205640877e-05
up,the,words,1,1.931807205640877e-05
up,their,noses,1,1.931807205640877e-05
up,there,,1,1.931807205640877e-05
up,there,<s>,1,1.931807205640877e-05
up,there,in,1,1.931807205640877e-05
up,this,far,1,1.931807205640877e-05
up,to,<s>,1,1.931807205640877e-05
up,to,a,1,1.931807205640877e-05
up,to,albany,1,1.931807205640877e-05
up,to,avoid,1,1.931807205640877e-05
up,to,go,1,1.931807205640877e-05
up,to,him,1,1.931807205640877e-05
up,to,his,2,3.863614411281754e-05
up,to,it,1,1.931807205640877e-05
up,to,let,1,1.931807205640877e-05
up,to,montreal,1,1.931807205640877e-05
up,to,new,3,5.795421616922631e-05
up,to,sit,1,1.931807205640877e-05
up,to,something,1,1.931807205640877e-05
up,to,the,1,1.931807205640877e-05
up,together,<s>,1,1.931807205640877e-05
up,together,to,1,1.931807205640877e-05
up,toward,the,1,1.931807205640877e-05
up,two,bulbous,1,1.931807205640877e-05
up,under,his,1,1.931807205640877e-05
up,until,they,1,1.931807205640877e-05
up,very,straight,1,1.931807205640877e-05
up,when,<s>,1,1.931807205640877e-05
up,when,he,1,1.931807205640877e-05
up,wilson,like,1,1.931807205640877e-05
up,with,a,2,3.863614411281754e-05
up,with,him,1,1.931807205640877e-05
up,with,leaden,1,1.931807205640877e-05
up,with,sweat,1,1.931807205640877e-05
up,wriggling,by,1,1.931807205640877e-05
upholstery,and,in,1,1.931807205640877e-05
upon,<s>,<s>,1,1.931807205640877e-05
upon,a,<s>,1,1.931807205640877e-05
upon,a,long,1,1.931807205640877e-05
upon,a,star,1,1.931807205640877e-05
upon,an,<s>,1,1.931807205640877e-05
upon,an,enormous,1,1.931807205640877e-05
upon,and,covered,1,1.931807205640877e-05
upon,golf,courses,1,1.931807205640877e-05
upon,her,<s>,1,1.931807205640877e-05
upon,her,arms,1,1.931807205640877e-05
upon,his,past,1,1.931807205640877e-05
upon,hour,it,1,1.931807205640877e-05
upon,itbut,everyone,1,1.931807205640877e-05
upon,me,that,1,1.931807205640877e-05
upon,some,vivid,1,1.931807205640877e-05
upon,the,<s>,1,1.931807205640877e-05
upon,the,air,1,1.931807205640877e-05
upon,the,bathroom,1,1.931807205640877e-05
upon,the,bystanders,1,1.931807205640877e-05
upon,the,couch,1,1.931807205640877e-05
upon,the,floor,1,1.931807205640877e-05
upon,the,keys,1,1.931807205640877e-05
upon,the,lawn,1,1.931807205640877e-05
upon,the,momentary,1,1.931807205640877e-05
upon,the,more,1,1.931807205640877e-05
upon,the,moving,1,1.931807205640877e-05
upon,the,roadside,1,1.931807205640877e-05
upon,the,scarcely,1,1.931807205640877e-05
upon,them,than,1,1.931807205640877e-05
upon,tom,<s>,1,1.931807205640877e-05
upon,was,pouring,1,1.931807205640877e-05
upon,wherever,he,1,1.931807205640877e-05
upon,which,you,1,1.931807205640877e-05
upper,arms,<s>,1,1.931807205640877e-05
upper,lip,<s>,1,1.931807205640877e-05
upper,lips,of,1,1.931807205640877e-05
upper,window,<s>,1,1.931807205640877e-05
upper,windows,of,1,1.931807205640877e-05
upright,<s>,<s>,1,1.931807205640877e-05
upstairs,<s>,<s>,3,5.795421616922631e-05
upstairs,in,the,1,1.931807205640877e-05
upstairs,looked,hastily,1,1.931807205640877e-05
upstairs,more,beautiful,1,1.931807205640877e-05
upstairs,through,period,1,1.931807205640877e-05
upstairs,to,get,1,1.931807205640877e-05
upstairs,to,the,1,1.931807205640877e-05
upstairs,to,wash,1,1.931807205640877e-05
upward,as,though,1,1.931807205640877e-05
urban,distaste,for,1,1.931807205640877e-05
urged,<s>,<s>,1,1.931807205640877e-05
urged,concentrating,on,1,1.931807205640877e-05
urged,him,<s>,1,1.931807205640877e-05
urged,him,to,1,1.931807205640877e-05
urged,its,way,1,1.931807205640877e-05
urged,me,<s>,1,1.931807205640877e-05
urged,them,<s>,1,1.931807205640877e-05
urgency,out,of,1,1.931807205640877e-05
urgent,invitation,,1,1.931807205640877e-05
urging,daisy,to,1,1.931807205640877e-05
us,,<s>,1,1.931807205640877e-05
us,<s>,<s>,5,9.659036028204386e-05
us,a,cold,1,1.931807205640877e-05
us,a,damp,1,1.931807205640877e-05
us,all,back,1,1.931807205640877e-05
us,all,radiantly,1,1.931807205640877e-05
us,all,think,1,1.931807205640877e-05
us,and,first,1,1.931807205640877e-05
us,and,i,1,1.931807205640877e-05
us,and,moved,1,1.931807205640877e-05
us,and,offered,1,1.931807205640877e-05
us,and,spoke,1,1.931807205640877e-05
us,and,twinkle,1,1.931807205640877e-05
us,as,mr,1,1.931807205640877e-05
us,as,we,1,1.931807205640877e-05
us,at,the,1,1.931807205640877e-05
us,but,of,1,1.931807205640877e-05
us,can,ever,1,1.931807205640877e-05
us,confirmed,this,1,1.931807205640877e-05
us,dead,broke,1,1.931807205640877e-05
us,driven,by,1,1.931807205640877e-05
us,exchanged,a,1,1.931807205640877e-05
us,glistening,slightly,1,1.931807205640877e-05
us,hung,up,1,1.931807205640877e-05
us,if,detroit,1,1.931807205640877e-05
us,in,<s>,1,1.931807205640877e-05
us,in,a,1,1.931807205640877e-05
us,in,turn,1,1.931807205640877e-05
us,into,<s>,1,1.931807205640877e-05
us,just,as,1,1.931807205640877e-05
us,learn,to,1,1.931807205640877e-05
us,loved,<s>,1,1.931807205640877e-05
us,out,on,1,1.931807205640877e-05
us,over,the,1,1.931807205640877e-05
us,positively,<s>,1,1.931807205640877e-05
us,said,over,1,1.931807205640877e-05
us,shirts,of,1,1.931807205640877e-05
us,silent,for,1,1.931807205640877e-05
us,subtly,unadaptable,1,1.931807205640877e-05
us,the,chauffeur,1,1.931807205640877e-05
us,then,but,1,1.931807205640877e-05
us,thought,we,1,1.931807205640877e-05
us,through,the,2,3.863614411281754e-05
us,to,draw,1,1.931807205640877e-05
us,to,our,1,1.931807205640877e-05
us,to,town,1,1.931807205640877e-05
us,together,and,1,1.931807205640877e-05
us,tom,jumped,1,1.931807205640877e-05
us,two,hulking,1,1.931807205640877e-05
us,walked,out,1,1.931807205640877e-05
us,was,bending,1,1.931807205640877e-05
us,where,the,1,1.931807205640877e-05
us,who,are,1,1.931807205640877e-05
us,with,a,2,3.863614411281754e-05
us,with,peculiar,1,1.931807205640877e-05
us,with,tense,1,1.931807205640877e-05
us,with,the,1,1.931807205640877e-05
use,<s>,<s>,2,3.863614411281754e-05
use,him,good,1,1.931807205640877e-05
use,of,doing,1,1.931807205640877e-05
use,of,his,1,1.931807205640877e-05
use,of,it,1,1.931807205640877e-05
use,to,<s>,1,1.931807205640877e-05
use,today,<s>,1,1.931807205640877e-05
used,against,him,1,1.931807205640877e-05
used,that,pool,1,1.931807205640877e-05
used,the,<s>,1,1.931807205640877e-05
used,to,<s>,1,1.931807205640877e-05
used,to,be,3,5.795421616922631e-05
used,to,go,1,1.931807205640877e-05
used,to,it,1,1.931807205640877e-05
used,to,know,2,3.863614411281754e-05
used,to,ride,1,1.931807205640877e-05
used,to,rub,1,1.931807205640877e-05
used,to,run,1,1.931807205640877e-05
used,to,sit,1,1.931807205640877e-05
used,to,sneer,1,1.931807205640877e-05
used,to,stand,1,1.931807205640877e-05
usually,at,the,1,1.931807205640877e-05
usually,find,myself,1,1.931807205640877e-05
usually,her,voice,1,1.931807205640877e-05
usually,plagiaristic,and,1,1.931807205640877e-05
uttered,<s>,<s>,1,1.931807205640877e-05
uttered,since,i,1,1.931807205640877e-05
utterly,<s>,<s>,1,1.931807205640877e-05
utterly,abandoned,feeling,1,1.931807205640877e-05
utterly,fantastic,and,1,1.931807205640877e-05
utterly,to,put,1,1.931807205640877e-05
v,r,o,1,1.931807205640877e-05
v,the,policeman,1,1.931807205640877e-05
vacant,eyes,<s>,1,1.931807205640877e-05
vacation,in,july,1,1.931807205640877e-05
vacuous,bursts,of,1,1.931807205640877e-05
vague,<s>,<s>,1,1.931807205640877e-05
vague,contour,of,1,1.931807205640877e-05
vague,personal,capacitywhile,1,1.931807205640877e-05
vague,right,at,1,1.931807205640877e-05
vague,way,that,1,1.931807205640877e-05
vaguely,<s>,<s>,1,1.931807205640877e-05
vaguely,disquieting,even,1,1.931807205640877e-05
vaguely,engaged,<s>,1,1.931807205640877e-05
vaguely,recognizable,as,1,1.931807205640877e-05
vain,an,<s>,1,1.931807205640877e-05
valley,<s>,<s>,1,1.931807205640877e-05
valley,of,ashes,2,3.863614411281754e-05
valour,extraordinary,<s>,1,1.931807205640877e-05
value,in,his,1,1.931807205640877e-05
valued,at,three,1,1.931807205640877e-05
vanished,<s>,<s>,1,1.931807205640877e-05
vanished,and,i,1,1.931807205640877e-05
vanished,forever,<s>,1,1.931807205640877e-05
vanished,into,air,1,1.931807205640877e-05
vanished,into,her,1,1.931807205640877e-05
vanished,trees,the,1,1.931807205640877e-05
vanishedand,i,was,1,1.931807205640877e-05
vanishing,<s>,<s>,1,1.931807205640877e-05
varies,his,rhythm,1,1.931807205640877e-05
variety,of,life,1,1.931807205640877e-05
various,<s>,<s>,1,1.931807205640877e-05
various,delays,i,1,1.931807205640877e-05
various,indefinite,objects,1,1.931807205640877e-05
various,physical,accomplishments,1,1.931807205640877e-05
various,unrevealed,<s>,1,1.931807205640877e-05
vast,carelessness,or,1,1.931807205640877e-05
vast,obscurity,beyond,1,1.931807205640877e-05
vast,vulgar,and,1,1.931807205640877e-05
vehemently,any,knowledge,1,1.931807205640877e-05
veiled,<s>,<s>,1,1.931807205640877e-05
veiled,his,dark,1,1.931807205640877e-05
velvet,dusk,<s>,1,1.931807205640877e-05
venice,romecollecting,jewels,1,1.931807205640877e-05
ventura,road,one,1,1.931807205640877e-05
ventured,<s>,<s>,1,1.931807205640877e-05
ver,nice,,1,1.931807205640877e-05
veranda,<s>,<s>,3,5.795421616922631e-05
veranda,steps,<s>,1,1.931807205640877e-05
verandas,are,gaudy,1,1.931807205640877e-05
verandas,to,the,1,1.931807205640877e-05
verge,of,coherence,1,1.931807205640877e-05
verge,of,soft,1,1.931807205640877e-05
verge,of,tears,1,1.931807205640877e-05
versailles,<s>,<s>,2,3.863614411281754e-05
very,<s>,<s>,8,0.00015454457645127016
very,bad,time,1,1.931807205640877e-05
very,beautiful,by,1,1.931807205640877e-05
very,careless,and,1,1.931807205640877e-05
very,casualness,of,1,1.931807205640877e-05
very,excited,this,1,1.931807205640877e-05
very,funny,,1,1.931807205640877e-05
very,generous,with,1,1.931807205640877e-05
very,glad,to,1,1.931807205640877e-05
very,good,,1,1.931807205640877e-05
very,good,for,1,1.931807205640877e-05
very,good,host,1,1.931807205640877e-05
very,good,roads,1,1.931807205640877e-05
very,gradually,part,1,1.931807205640877e-05
very,grave,hesitant,1,1.931807205640877e-05
very,helpless,and,1,1.931807205640877e-05
very,important,<s>,1,1.931807205640877e-05
very,important,business,1,1.931807205640877e-05
very,interesting,idea,1,1.931807205640877e-05
very,little,about,1,1.931807205640877e-05
very,much,,1,1.931807205640877e-05
very,much,<s>,2,3.863614411281754e-05
very,much,about,1,1.931807205640877e-05
very,much,later,1,1.931807205640877e-05
very,muchyoure,selling,1,1.931807205640877e-05
very,nervous,and,1,1.931807205640877e-05
very,next,issue,1,1.931807205640877e-05
very,oldeven,then,1,1.931807205640877e-05
very,polite,but,1,1.931807205640877e-05
very,popular,<s>,1,1.931807205640877e-05
very,pretty,picture,1,1.931807205640877e-05
very,profound,,1,1.931807205640877e-05
very,romantic,,1,1.931807205640877e-05
very,romantic,<s>,1,1.931807205640877e-05
very,sad,that,1,1.931807205640877e-05
very,sadshe,was,1,1.931807205640877e-05
very,sensuous,about,1,1.931807205640877e-05
very,sentimental,sometimes,1,1.931807205640877e-05
very,simplicity,she,1,1.931807205640877e-05
very,slowly,all,1,1.931807205640877e-05
very,slowly,bending,1,1.931807205640877e-05
very,solemn,and,1,1.931807205640877e-05
very,straight,on,1,1.931807205640877e-05
very,thin,and,1,1.931807205640877e-05
very,tip,of,1,1.931807205640877e-05
very,very,sadshe,1,1.931807205640877e-05
very,well,<s>,3,5.795421616922631e-05
very,well,nick,1,1.931807205640877e-05
very,witty,and,1,1.931807205640877e-05
