term_str,term_id,n,num,stop,stem_porter,stem_snowball,stem_lancaster,pos_max,dpidp,dfidf
shivered,4765,3,0,0,shiver,shiver,shiv,VBD,0.48220555587606934,4.339850002884624
shock,4766,4,0,0,shock,shock,shock,NN,0.5283208335737186,4.754887502163468
shocked,4767,2,0,0,shock,shock,shock,JJ,0.48220555587606934,4.339850002884624
shockit,4768,1,0,0,shockit,shockit,shockit,NN,0.3522138890491458,3.169925001442312
shocks,4769,1,0,0,shock,shock,shock,NNS,0.3522138890491458,3.169925001442312
shoe,4770,3,0,0,shoe,shoe,sho,NN,0.5283208335737186,4.754887502163468
shoes,4771,5,0,0,shoe,shoe,sho,NNS,0.5199666673076944,4.6797000057692495
shone,4772,1,0,0,shone,shone,shon,NN,0.3522138890491458,3.169925001442312
shook,4773,17,0,0,shook,shook,shook,VBD,0.0,0.0
shop,4774,1,0,0,shop,shop,shop,NN,0.3522138890491458,3.169925001442312
shops,4775,1,0,0,shop,shop,shop,NNS,0.3522138890491458,3.169925001442312
shore,4776,5,0,0,shore,shore,shor,NN,0.5199666673076944,4.6797000057692495
shores,4777,1,0,0,shore,shore,shor,NNS,0.3522138890491458,3.169925001442312
shorn,4778,1,0,0,shorn,shorn,shorn,JJR,0.3522138890491458,3.169925001442312
short,4779,14,0,0,short,short,short,JJ,0.28199895063255076,2.5379905556929585
shortcut,4780,2,0,0,shortcut,shortcut,shortcut,NN,0.48220555587606934,4.339850002884624
shortly,4781,4,0,0,shortli,short,short,RB,0.5199666673076944,4.6797000057692495
shortsighted,4782,1,0,0,shortsight,shortsight,shortsight,JJ,0.3522138890491458,3.169925001442312
shortwinded,4783,1,0,0,shortwind,shortwind,shortwind,JJ,0.3522138890491458,3.169925001442312
shot,4784,5,0,0,shot,shot,shot,NN,0.5283208335737186,4.754887502163468
shotsafterwards,4785,1,0,0,shotsafterward,shotsafterward,shotsafterward,NNS,0.3522138890491458,3.169925001442312
should,4786,10,0,1,should,should,should,MD,0.28199895063255076,2.5379905556929585
shoulder,4787,13,0,0,shoulder,shoulder,should,NN,0.28199895063255076,2.5379905556929585
shouldered,4788,1,0,0,shoulder,shoulder,should,VBD,0.3522138890491458,3.169925001442312
shoulders,4789,5,0,0,shoulder,shoulder,should,NNS,0.5283208335737186,4.754887502163468
shouldn,4790,1,0,1,shouldn,shouldn,shouldn,VBZ,0.3522138890491458,3.169925001442312
shout,4791,2,0,0,shout,shout,shout,NN,0.3522138890491458,3.169925001442312
shouted,4792,3,0,0,shout,shout,shout,VBD,0.5283208335737186,4.754887502163468
shoutingbefore,4793,1,0,0,shoutingbefor,shoutingbefor,shoutingbef,NN,0.3522138890491458,3.169925001442312
show,4794,7,0,0,show,show,show,VB,0.3899750004807708,3.5097750043269373
showed,4795,1,0,0,show,show,show,VBD,0.3522138890491458,3.169925001442312
shower,4796,1,0,0,shower,shower,show,NN,0.3522138890491458,3.169925001442312
shown,4797,1,0,0,shown,shown,shown,VBN,0.3522138890491458,3.169925001442312
shows,4798,4,0,0,show,show,show,VBZ,0.3522138890491458,3.169925001442312
shrewd,4799,1,0,0,shrewd,shrewd,shrewd,JJ,0.3522138890491458,3.169925001442312
shrill,4800,3,0,0,shrill,shrill,shrill,JJ,0.48220555587606934,4.339850002884624
shrink,4801,1,0,0,shrink,shrink,shrink,VB,0.3522138890491458,3.169925001442312
shrubbery,4802,3,0,0,shrubberi,shrubberi,shrubbery,NN,0.48220555587606934,4.339850002884624
shrugged,4803,1,0,0,shrug,shrug,shrugged,VBD,0.3522138890491458,3.169925001442312
shuffled,4804,1,0,0,shuffl,shuffl,shuffl,VBD,0.3522138890491458,3.169925001442312
shuffling,4805,1,0,0,shuffl,shuffl,shuffl,VBG,0.3522138890491458,3.169925001442312
shut,4806,3,0,0,shut,shut,shut,VBD,0.5283208335737186,4.754887502163468
shuts,4807,1,0,0,shut,shut,shut,VBZ,0.3522138890491458,3.169925001442312
shutting,4808,1,0,0,shut,shut,shut,VBG,0.3522138890491458,3.169925001442312
shying,4809,1,0,0,shi,shi,shy,VBG,0.3522138890491458,3.169925001442312
shyly,4810,1,0,0,shyli,shyli,shy,NN,0.3522138890491458,3.169925001442312
sick,4811,10,0,0,sick,sick,sick,JJ,0.3522138890491458,3.169925001442312
sickantired,4812,1,0,0,sickantir,sickantir,sickantir,VBN,0.3522138890491458,3.169925001442312
side,4813,27,0,0,side,side,sid,NN,0.1510444457264999,1.359400011538499
sideboard,4814,1,0,0,sideboard,sideboard,sideboard,NN,0.3522138890491458,3.169925001442312
sides,4815,1,0,0,side,side,sid,NNS,0.3522138890491458,3.169925001442312
sidestreet,4816,2,0,0,sidestreet,sidestreet,sidestreet,NN,0.3522138890491458,3.169925001442312
sidewalk,4817,4,0,0,sidewalk,sidewalk,sidewalk,NN,0.5199666673076944,4.6797000057692495
sidewalks,4818,2,0,0,sidewalk,sidewalk,sidewalk,NNS,0.48220555587606934,4.339850002884624
sideways,4819,1,0,0,sideway,sideway,sideway,NNS,0.3522138890491458,3.169925001442312
sidewaysand,4820,1,0,0,sidewaysand,sidewaysand,sidewaysand,VBP,0.3522138890491458,3.169925001442312
sight,4821,13,0,0,sight,sight,sight,NN,0.3899750004807708,3.5097750043269373
sightseeing,4822,1,0,0,sightse,sightse,sights,VBG,0.3522138890491458,3.169925001442312
sign,4823,3,0,0,sign,sign,sign,NN,0.48220555587606934,4.339850002884624
signalled,4824,1,0,0,signal,signal,signal,VBD,0.3522138890491458,3.169925001442312
signed,4825,1,0,0,sign,sign,sign,VBN,0.3522138890491458,3.169925001442312
significance,4826,3,0,0,signific,signific,sign,NN,0.5283208335737186,4.754887502163468
significant,4827,1,0,0,signific,signific,sign,JJ,0.3522138890491458,3.169925001442312
signing,4828,1,0,0,sign,sign,sign,VBG,0.3522138890491458,3.169925001442312
signs,4829,2,0,0,sign,sign,sign,NNS,0.48220555587606934,4.339850002884624
sigourney,4830,1,0,0,sigourney,sigourney,sigourney,NNP,0.3522138890491458,3.169925001442312
silence,4831,10,0,0,silenc,silenc,sil,NN,0.3899750004807708,3.5097750043269373
silent,4832,8,0,0,silent,silent,sil,JJ,0.4711093925305277,4.23998453277475
silently,4833,1,0,0,silent,silent,sil,RB,0.3522138890491458,3.169925001442312
silhouette,4834,2,0,0,silhouett,silhouett,silhouet,NN,0.48220555587606934,4.339850002884624
silk,4835,3,0,0,silk,silk,silk,NN,0.48220555587606934,4.339850002884624
sill,4836,1,0,0,sill,sill,sil,NN,0.3522138890491458,3.169925001442312
silly,4837,2,0,0,silli,silli,sil,RB,0.48220555587606934,4.339850002884624
silver,4838,11,0,0,silver,silver,silv,NN,0.3899750004807708,3.5097750043269373
simmering,4839,1,0,0,simmer,simmer,sim,NN,0.3522138890491458,3.169925001442312
simon,4840,2,0,0,simon,simon,simon,NNP,0.3522138890491458,3.169925001442312
simple,4841,1,0,0,simpl,simpl,simpl,JJ,0.3522138890491458,3.169925001442312
simplest,4842,2,0,0,simplest,simplest,simplest,JJS,0.48220555587606934,4.339850002884624
simplicity,4843,2,0,0,simplic,simplic,simpl,JJ,0.48220555587606934,4.339850002884624
simply,4844,4,0,0,simpli,simpli,simply,RB,0.5199666673076944,4.6797000057692495
simultaneously,4845,3,0,0,simultan,simultan,simult,RB,0.5283208335737186,4.754887502163468
since,4846,12,0,0,sinc,sinc,sint,IN,0.3899750004807708,3.5097750043269373
sing,4847,3,0,0,sing,sing,sing,VBG,0.5283208335737186,4.754887502163468
singing,4848,6,0,0,sing,sing,sing,NN,0.5283208335737186,4.754887502163468
single,4849,11,0,0,singl,singl,singl,JJ,0.4711093925305277,4.23998453277475
singlemindedness,4850,1,0,0,singleminded,singleminded,singlemind,NN,0.3522138890491458,3.169925001442312
singularly,4851,1,0,0,singularli,singular,singul,JJ,0.3522138890491458,3.169925001442312
sinister,4852,4,0,0,sinist,sinist,sin,NN,0.5199666673076944,4.6797000057692495
sinking,4853,1,0,0,sink,sink,sink,NN,0.3522138890491458,3.169925001442312
sir,4854,3,0,0,sir,sir,sir,NN,0.48220555587606934,4.339850002884624
sister,4855,13,0,0,sister,sister,sist,NN,0.5199666673076944,4.6797000057692495
sisters,4856,1,0,0,sister,sister,sist,NNS,0.3522138890491458,3.169925001442312
sit,4857,13,0,0,sit,sit,sit,VB,0.28199895063255076,2.5379905556929585
sitting,4858,17,0,0,sit,sit,sit,VBG,0.1510444457264999,1.359400011538499
situation,4859,3,0,0,situat,situat,situ,NN,0.5283208335737186,4.754887502163468
six,4860,6,0,0,six,six,six,CD,0.5199666673076944,4.6797000057692495
sixteen,4861,1,0,0,sixteen,sixteen,sixteen,JJ,0.3522138890491458,3.169925001442312
sixteenth,4862,1,0,0,sixteenth,sixteenth,sixteen,NNP,0.3522138890491458,3.169925001442312
sixty,4863,2,0,0,sixti,sixti,sixty,NN,0.48220555587606934,4.339850002884624
sixtyfive,4864,1,0,0,sixtyf,sixtyf,sixtyf,JJ,0.3522138890491458,3.169925001442312
size,4865,1,0,0,size,size,siz,NN,0.3522138890491458,3.169925001442312
skimming,4866,1,0,0,skim,skim,skim,VBG,0.3522138890491458,3.169925001442312
skin,4867,3,0,0,skin,skin,skin,NN,0.5283208335737186,4.754887502163468
skins,4868,1,0,0,skin,skin,skin,NNS,0.3522138890491458,3.169925001442312
skipper,4869,1,0,0,skipper,skipper,skip,NN,0.3522138890491458,3.169925001442312
skirt,4870,1,0,0,skirt,skirt,skirt,NN,0.3522138890491458,3.169925001442312
sky,4871,9,0,0,sky,sky,sky,NN,0.3899750004807708,3.5097750043269373
slagle,4872,1,0,0,slagl,slagl,slagl,NNP,0.3522138890491458,3.169925001442312
slammed,4873,1,0,0,slam,slam,slam,VBD,0.3522138890491458,3.169925001442312
slander,4874,1,0,0,slander,slander,sland,NN,0.3522138890491458,3.169925001442312
slap,4875,1,0,0,slap,slap,slap,VB,0.3522138890491458,3.169925001442312
slapped,4876,1,0,0,slap,slap,slap,VBD,0.3522138890491458,3.169925001442312
slapping,4877,2,0,0,slap,slap,slap,VBG,0.48220555587606934,4.339850002884624
sleep,4878,9,0,0,sleep,sleep,sleep,NN,0.3899750004807708,3.5097750043269373
sleeplessness,4879,1,0,0,sleepless,sleepless,sleepless,NN,0.3522138890491458,3.169925001442312
sleeves,4880,1,0,0,sleev,sleev,sleev,NNS,0.3522138890491458,3.169925001442312
sleigh,4881,1,0,0,sleigh,sleigh,sleigh,JJ,0.3522138890491458,3.169925001442312
slender,4882,5,0,0,slender,slender,slend,NN,0.5283208335737186,4.754887502163468
slenderly,4883,1,0,0,slenderli,slender,slend,RB,0.3522138890491458,3.169925001442312
slept,4884,1,0,0,slept,slept,slept,NN,0.3522138890491458,3.169925001442312
slice,4885,1,0,0,slice,slice,slic,NN,0.3522138890491458,3.169925001442312
slid,4886,4,0,0,slid,slid,slid,VBD,0.5199666673076944,4.6797000057692495
slide,4887,1,0,0,slide,slide,slid,VB,0.3522138890491458,3.169925001442312
slight,4888,1,0,0,slight,slight,slight,JJ,0.3522138890491458,3.169925001442312
slightest,4889,1,0,0,slightest,slightest,slightest,JJS,0.3522138890491458,3.169925001442312
slightly,4890,9,0,0,slightli,slight,slight,RB,0.28199895063255076,2.5379905556929585
slip,4891,2,0,0,slip,slip,slip,VB,0.48220555587606934,4.339850002884624
slipped,4892,2,0,0,slip,slip,slip,VBD,0.3522138890491458,3.169925001442312
slippers,4893,1,0,0,slipper,slipper,slip,NNS,0.3522138890491458,3.169925001442312
slipping,4894,1,0,0,slip,slip,slip,VBG,0.3522138890491458,3.169925001442312
slit,4895,1,0,0,slit,slit,slit,VB,0.3522138890491458,3.169925001442312
sloane,4896,10,0,0,sloan,sloan,slo,NNP,0.3522138890491458,3.169925001442312
slow,4897,3,0,0,slow,slow,slow,JJ,0.5283208335737186,4.754887502163468
slowed,4898,4,0,0,slow,slow,slow,VBD,0.5283208335737186,4.754887502163468
slowly,4899,18,0,0,slowli,slowli,slow,RB,0.28199895063255076,2.5379905556929585
slowthinking,4900,1,0,0,slowthink,slowthink,slowthink,JJ,0.3522138890491458,3.169925001442312
slum,4901,1,0,0,slum,slum,slum,NN,0.3522138890491458,3.169925001442312
slump,4902,1,0,0,slump,slump,slump,VB,0.3522138890491458,3.169925001442312
slung,4903,1,0,0,slung,slung,slung,NN,0.3522138890491458,3.169925001442312
slunk,4904,1,0,0,slunk,slunk,slunk,VBP,0.3522138890491458,3.169925001442312
small,4905,32,0,0,small,small,smal,JJ,0.0,0.0
smallbreasted,4906,1,0,0,smallbreast,smallbreast,smallbreast,JJ,0.3522138890491458,3.169925001442312
smaller,4907,1,0,0,smaller,smaller,smal,JJR,0.3522138890491458,3.169925001442312
smallyes,4908,1,0,0,smally,smally,smal,NNS,0.3522138890491458,3.169925001442312
smart,4909,1,0,0,smart,smart,smart,JJ,0.3522138890491458,3.169925001442312
smashed,4910,2,0,0,smash,smash,smash,VBD,0.48220555587606934,4.339850002884624
smeared,4911,1,0,0,smear,smear,smear,VBN,0.3522138890491458,3.169925001442312
smile,4912,8,0,0,smile,smile,smil,NN,0.4711093925305277,4.23998453277475
smiled,4913,12,0,0,smile,smile,smil,VBD,0.3899750004807708,3.5097750043269373
smiledand,4914,1,0,0,smiledand,smiledand,smiledand,VBZ,0.3522138890491458,3.169925001442312
smiles,4915,1,0,0,smile,smile,smil,NNS,0.3522138890491458,3.169925001442312
smiling,4916,1,0,0,smile,smile,smil,VBG,0.3522138890491458,3.169925001442312
smirk,4917,1,0,0,smirk,smirk,smirk,NN,0.3522138890491458,3.169925001442312
smirkes,4918,1,0,0,smirk,smirk,smirk,NNS,0.3522138890491458,3.169925001442312
smoke,4919,4,0,0,smoke,smoke,smok,NN,0.5283208335737186,4.754887502163468
smoked,4920,1,0,0,smoke,smoke,smok,VBD,0.3522138890491458,3.169925001442312
smokeing,4921,1,0,0,smoke,smoke,smok,NN,0.3522138890491458,3.169925001442312
smoking,4922,2,0,0,smoke,smoke,smok,VBG,0.48220555587606934,4.339850002884624
smoky,4923,1,0,0,smoki,smoki,smoky,JJ,0.3522138890491458,3.169925001442312
smoothed,4924,1,0,0,smooth,smooth,smooth,VBD,0.3522138890491458,3.169925001442312
smouldering,4925,1,0,0,smoulder,smoulder,smould,VBG,0.3522138890491458,3.169925001442312
snake,4926,1,0,0,snake,snake,snak,NN,0.3522138890491458,3.169925001442312
snap,4927,3,0,0,snap,snap,snap,NN,0.5283208335737186,4.754887502163468
snapped,4928,5,0,0,snap,snap,snap,VBD,0.5283208335737186,4.754887502163468
snatch,4929,1,0,0,snatch,snatch,snatch,VB,0.3522138890491458,3.169925001442312
snatched,4930,1,0,0,snatch,snatch,snatch,VBD,0.3522138890491458,3.169925001442312
sneakers,4931,1,0,0,sneaker,sneaker,sneak,NNS,0.3522138890491458,3.169925001442312
sneer,4932,1,0,0,sneer,sneer,sne,VB,0.3522138890491458,3.169925001442312
sneering,4933,1,0,0,sneer,sneer,sne,VBG,0.3522138890491458,3.169925001442312
snell,4934,1,0,0,snell,snell,snel,NNP,0.3522138890491458,3.169925001442312
snells,4935,1,0,0,snell,snell,snel,NNP,0.3522138890491458,3.169925001442312
snob,4936,1,0,0,snob,snob,snob,NN,0.3522138890491458,3.169925001442312
snobbery,4937,1,0,0,snobberi,snobberi,snobbery,NN,0.3522138890491458,3.169925001442312
snobbishly,4938,2,0,0,snobbishli,snobbish,snob,RB,0.3522138890491458,3.169925001442312
snorted,4939,1,0,0,snort,snort,snort,VBD,0.3522138890491458,3.169925001442312
snow,4940,4,0,0,snow,snow,snow,NN,0.48220555587606934,4.339850002884624
snubnosed,4941,1,0,0,snubnos,snubnos,snubnos,JJ,0.3522138890491458,3.169925001442312
so,4942,136,0,1,so,so,so,RB,0.0,0.0
soaked,4943,1,0,0,soak,soak,soak,VBD,0.3522138890491458,3.169925001442312
soapdish,4944,1,0,0,soapdish,soapdish,soapd,JJ,0.3522138890491458,3.169925001442312
sob,4945,2,0,0,sob,sob,sob,NN,0.3522138890491458,3.169925001442312
sobbed,4946,1,0,0,sob,sob,sob,VBD,0.3522138890491458,3.169925001442312
sober,4947,3,0,0,sober,sober,sob,VB,0.48220555587606934,4.339850002884624
sobs,4948,1,0,0,sob,sob,sob,NN,0.3522138890491458,3.169925001442312
society,4949,2,0,0,societi,societi,socy,NN,0.3522138890491458,3.169925001442312
sofa,4950,2,0,0,sofa,sofa,sof,NN,0.48220555587606934,4.339850002884624
soft,4951,7,0,0,soft,soft,soft,JJ,0.4711093925305277,4.23998453277475
softly,4952,2,0,0,softli,soft,soft,RB,0.48220555587606934,4.339850002884624
softmindedness,4953,1,0,0,softminded,softminded,softmind,NN,0.3522138890491458,3.169925001442312
soggy,4954,2,0,0,soggi,soggi,soggy,JJ,0.48220555587606934,4.339850002884624
sold,4955,3,0,0,sold,sold,sold,VBD,0.5283208335737186,4.754887502163468
soldand,4956,1,0,0,soldand,soldand,soldand,NN,0.3522138890491458,3.169925001442312
soldier,4957,1,0,0,soldier,soldier,soldy,NN,0.3522138890491458,3.169925001442312
soldiers,4958,1,0,0,soldier,soldier,soldy,NNS,0.3522138890491458,3.169925001442312
solemn,4959,7,0,0,solemn,solemn,solemn,JJ,0.5199666673076944,4.6797000057692495
solemnly,4960,2,0,0,solemnli,solemn,solemn,RB,0.48220555587606934,4.339850002884624
soles,4961,1,0,0,sole,sole,sol,NNS,0.3522138890491458,3.169925001442312
solid,4962,2,0,0,solid,solid,solid,JJ,0.48220555587606934,4.339850002884624
solidarity,4963,1,0,0,solidar,solidar,solid,NN,0.3522138890491458,3.169925001442312
solitary,4964,2,0,0,solitari,solitari,solit,JJ,0.48220555587606934,4.339850002884624
sombre,4965,1,0,0,sombr,sombr,sombr,NN,0.3522138890491458,3.169925001442312
some,4966,103,0,1,some,some,som,DT,0.0,0.0
somebody,4967,18,0,0,somebodi,somebodi,somebody,NN,0.28199895063255076,2.5379905556929585
somehow,4968,4,0,0,somehow,somehow,somehow,RB,0.5283208335737186,4.754887502163468
someone,4969,14,0,0,someon,someon,someon,NN,0.4711093925305277,4.23998453277475
something,4970,66,0,0,someth,someth,someth,NN,0.0,0.0
somethingan,4971,1,0,0,somethingan,somethingan,someth,JJ,0.3522138890491458,3.169925001442312
somethingmost,4972,1,0,0,somethingmost,somethingmost,somethingmost,NN,0.3522138890491458,3.169925001442312
sometime,4973,1,0,0,sometim,sometim,sometim,RB,0.3522138890491458,3.169925001442312
sometimes,4974,14,0,0,sometim,sometim,sometim,RB,0.1510444457264999,1.359400011538499
somewhat,4975,1,0,0,somewhat,somewhat,somewh,RB,0.3522138890491458,3.169925001442312
somewhere,4976,12,0,0,somewher,somewher,somewh,RB,0.28199895063255076,2.5379905556929585
somnambulatory,4977,1,0,0,somnambulatori,somnambulatori,somnamb,JJ,0.3522138890491458,3.169925001442312
son,4978,6,0,0,son,son,son,NN,0.5283208335737186,4.754887502163468
song,4979,6,0,0,song,song,song,NN,0.5199666673076944,4.6797000057692495
sonofabitch,4980,2,0,0,sonofabitch,sonofabitch,sonofabitch,JJ,0.48220555587606934,4.339850002884624
soon,4981,6,0,0,soon,soon,soon,RB,0.3899750004807708,3.5097750043269373
sooner,4982,1,0,0,sooner,sooner,soon,NN,0.3522138890491458,3.169925001442312
soothing,4983,2,0,0,sooth,sooth,sooth,JJ,0.48220555587606934,4.339850002884624
sophisticated,4984,1,0,0,sophist,sophist,soph,JJ,0.3522138890491458,3.169925001442312
sophisticatedgod,4985,1,0,0,sophisticatedgod,sophisticatedgod,sophisticatedgod,NNP,0.3522138890491458,3.169925001442312
soprano,4986,1,0,0,soprano,soprano,soprano,NN,0.3522138890491458,3.169925001442312
sorrows,4987,1,0,0,sorrow,sorrow,sorrow,NNS,0.3522138890491458,3.169925001442312
sorry,4988,8,0,0,sorri,sorri,sorry,NN,0.3899750004807708,3.5097750043269373
sort,4989,23,0,0,sort,sort,sort,NN,0.0,0.0
sorts,4990,1,0,0,sort,sort,sort,NNS,0.3522138890491458,3.169925001442312
sothe,4991,1,0,0,soth,soth,soth,VBZ,0.3522138890491458,3.169925001442312
sought,4992,2,0,0,sought,sought,sought,VBD,0.48220555587606934,4.339850002884624
soul,4993,2,0,0,soul,soul,soul,NN,0.3522138890491458,3.169925001442312
sound,4994,30,0,0,sound,sound,sound,NN,0.28199895063255076,2.5379905556929585
sounded,4995,5,0,0,sound,sound,sound,VBD,0.4711093925305277,4.23998453277475
sounds,4996,1,0,0,sound,sound,sound,NNS,0.3522138890491458,3.169925001442312
source,4997,3,0,0,sourc,sourc,sourc,NN,0.5283208335737186,4.754887502163468
south,4998,3,0,0,south,south,sou,JJ,0.5283208335737186,4.754887502163468
southampton,4999,2,0,0,southampton,southampton,southampton,NNP,0.3522138890491458,3.169925001442312
southeastern,5000,1,0,0,southeastern,southeastern,southeastern,JJ,0.3522138890491458,3.169925001442312
southern,5001,1,0,0,southern,southern,southern,JJ,0.3522138890491458,3.169925001442312
souvenir,5002,1,0,0,souvenir,souvenir,souvenir,NN,0.3522138890491458,3.169925001442312
souvenirs,5003,1,0,0,souvenir,souvenir,souvenir,NNS,0.3522138890491458,3.169925001442312
space,5004,3,0,0,space,space,spac,NN,0.48220555587606934,4.339850002884624
spaces,5005,1,0,0,space,space,spac,NNS,0.3522138890491458,3.169925001442312
spades,5006,1,0,0,spade,spade,spad,NNS,0.3522138890491458,3.169925001442312
spanking,5007,1,0,0,spank,spank,spank,VBG,0.3522138890491458,3.169925001442312
spared,5008,1,0,0,spare,spare,spar,VBD,0.3522138890491458,3.169925001442312
sparkles,5009,1,0,0,sparkl,sparkl,sparkl,NNS,0.3522138890491458,3.169925001442312
sparkling,5010,2,0,0,sparkl,sparkl,sparkl,NN,0.48220555587606934,4.339850002884624
sparse,5011,1,0,0,spars,spars,spars,NN,0.3522138890491458,3.169925001442312
spasm,5012,1,0,0,spasm,spasm,spasm,NN,0.3522138890491458,3.169925001442312
spasms,5013,1,0,0,spasm,spasm,spasm,NN,0.3522138890491458,3.169925001442312
spat,5014,1,0,0,spat,spat,spat,VB,0.3522138890491458,3.169925001442312
speak,5015,15,0,0,speak,speak,speak,VB,0.1510444457264999,1.359400011538499
speaking,5016,4,0,0,speak,speak,speak,NN,0.5283208335737186,4.754887502163468
special,5017,2,0,0,special,special,spec,JJ,0.48220555587606934,4.339850002884624
specialists,5018,1,0,0,specialist,specialist,spec,NNS,0.3522138890491458,3.169925001442312
specific,5019,1,0,0,specif,specif,spec,JJ,0.3522138890491458,3.169925001442312
specimen,5020,1,0,0,specimen,specimen,specim,NNS,0.3522138890491458,3.169925001442312
specimens,5021,1,0,0,specimen,specimen,specim,NNS,0.3522138890491458,3.169925001442312
spectacles,5022,2,0,0,spectacl,spectacl,spectac,NNS,0.48220555587606934,4.339850002884624
